freq_GHz,S21_db_engineered,k_star_engineered_rad,bloch_evanescence_Np_per_cell
1.5780000000000012,-5.485094629756388e-12,-2.6471235314625557e-06,1.5477815108013177e-17
1.5800000000000012,-6.248841983266511e-12,-2.6050498563370827e-06,1.763295392052061e-17
1.5820000000000012,-6.873726181590695e-12,-2.5629702417803712e-06,1.9396249312565707e-17
1.5840000000000012,-6.10997882808057e-12,-2.5208312329008664e-06,1.7241110500058273e-17
1.5860000000000012,-5.3462314745704465e-12,-2.478692224024831e-06,1.508597168755084e-17
1.5880000000000012,-4.582484121060322e-12,-2.4365532151505304e-06,1.2930832875043406e-17
1.5900000000000012,-3.818736767550197e-12,-2.3944142062710255e-06,1.0775694062535972e-17
1.5920000000000012,-3.054989414040073e-12,-2.352275197396725e-06,8.620555250028539e-18
1.5940000000000012,-2.2912420605299484e-12,-2.3101361885206895e-06,6.465416437521104e-18
1.5960000000000012,-1.5274947070198243e-12,-2.2679971796429194e-06,4.31027762501367e-18
1.5980000000000012,-7.637473535096998e-13,-2.225858170766884e-06,2.155138812506236e-18
1.6000000000000012,-0.0,-2.1837191618908486e-06,0.0
1.6020000000000012,-0.0,-2.141526234114219e-06,0.0
1.6040000000000012,-0.0,-2.0993333063410585e-06,0.0
1.6060000000000012,-0.0,-2.0571403785644288e-06,0.0
1.6080000000000012,-0.0,-2.0149474507912685e-06,0.0
1.6100000000000012,-0.0,-1.9727545230146387e-06,0.0
1.6120000000000012,-0.0,-1.9305615952397437e-06,0.0
1.6140000000000012,-0.0,-1.8883686674665834e-06,0.0
1.6160000000000012,-0.0,-1.8461757396899536e-06,0.0
1.6180000000000012,-0.0,-1.8039828119167933e-06,0.0
1.6200000000000012,-0.0,-1.7617461200332418e-06,0.0
1.6220000000000012,-0.0,-1.7195050517407329e-06,0.0
1.6240000000000012,-0.0,-1.6772639834464892e-06,0.0
1.6260000000000012,-0.0,-1.6350229151539802e-06,0.0
1.6280000000000012,-0.0,-1.592781846863206e-06,0.0
1.6300000000000012,-0.0,-1.5505407785689623e-06,0.0
1.6320000000000012,-0.0,-1.5082997102747187e-06,0.0
1.6340000000000012,-0.0,-1.4660586419839444e-06,0.0
1.6360000000000012,-0.0,-1.4238175736897007e-06,0.0
1.6380000000000012,-0.0,-1.381510892330129e-06,0.0
1.6400000000000012,-0.0,-1.3391896302918788e-06,0.0
1.6420000000000012,-0.0,-1.2968683682501592e-06,0.0
1.6440000000000012,-0.0,-1.254547106211909e-06,0.0
1.6460000000000012,-0.0,-1.2122258441719241e-06,0.0
1.6480000000000012,-0.0,-1.1699045821302045e-06,0.0
1.6500000000000012,-0.0,-1.1275833200919544e-06,0.0
1.6520000000000012,-0.0,-1.0852620580519695e-06,0.0
1.6540000000000012,-0.0,-1.0429407960119846e-06,0.0
1.6560000000000012,-0.0,-1.000578728933832e-06,0.0
1.6580000000000013,-0.0,-9.582013599674505e-07,0.0
1.6600000000000013,-0.0,-9.158239910028038e-07,0.0
1.6620000000000013,-0.0,-8.734466220364223e-07,0.0
1.6640000000000013,-0.0,-8.310692530717756e-07,0.0
1.6660000000000013,-0.0,-7.886918841053941e-07,0.0
1.6680000000000013,-0.0,-7.463145151390127e-07,0.0
1.6700000000000013,-0.0,-7.039371461726313e-07,0.0
1.6720000000000013,-0.0,-6.615597772062498e-07,0.0
1.6740000000000013,-4.860210431443481e-13,-6.191436577509396e-07,1.37145197159999e-18
1.6760000000000013,-1.2497683966544722e-12,-5.767053951593465e-07,3.526590784107423e-18
1.6780000000000013,-2.013515750164597e-12,-5.342671325660187e-07,5.681729596614858e-18
1.6800000000000013,-2.7772631036747208e-12,-4.918288699726908e-07,7.836868409122291e-18
1.6820000000000013,-3.5410104571848455e-12,-4.493906073810977e-07,9.992007221629726e-18
